name,image,url,contents
[알트베니] 미노르쿨풀오버3종,18094066.jpg,https://www.w-shopping.co.kr/display/goods/18094066,"그

FASHION STYLE                                    |
알트베니 스타일로             

DETAIL VIEW
실제 색상과 가장 가까운 색상입니다.  
화면에 따라 색상의 차이가 다르게 보일 수 있습니다.

PRODUCT INFO
사이즈 정보
사이즈             1.07             2가슴             3소매             4총길이  
66000              40               4               20               50  
770               42               5               22               52  
8800              44               53              24               66  

- 위의 실측 사이즈는 '단면의 길이'입니다. 참고해 주세요.  
- 사이즈는 측정 방법에 따라 1~3cm 정도 오차가 있을 수 있습니다.  
- 사용자의 모니터 해상도에 따라 실제 색상과 다소 차이가 있을 수 있습니다.  
- 제품컷의 색상이 실제 제품 색상과 가장 비슷합니다.

착용 정보  
착용감                  슬림핏                  적당함                     루즈핏  
신축성                  없음                   보통                     좋음  
무게감                  가벼움                  보통                     무거움  
안감                    안감 없음             부분 안감             전체 안감  
비침                    비침 없음             약간 비침             비침  
촉감                    부드러움                 보통                     까슬함  

상세정보  
구성     풀오버 3종  
색상     핑크 + 코코그레이 + 그린  
사이즈     55, 66(ML), 77, 88  
소재     폴리에스터 73% + 레이온 27%  
세탁 방법     손세탁  
제조사     MELA  
원산지     중국  
정보 및 담당자     한국어 쇼핑몰 고객센터 / 031-775-9620  

[알트베니] 미노르쿨풀오버 3종"
루시앙 코코 니트 자켓 콤비원피스 4종 택1,18440731.jpg,https://www.w-shopping.co.kr/display/goods/18440731,"루시앙 FW 니트자켓 콤비원피스

FW S/S 미니멀리즘한 감성과 디자인, 컬러를 담은 우아하고 페미닌한 무드의 니트자켓 콤비 원피스. 
레이온, 폴리에스터, 나일론으로 구성된 원사로, 섬유 조직이 실크같이 부드러운 촉감과 고급스러운 광택감을 가지고 있습니다. 
내구성이 좋은 폴리에스터와 형태를 잡아주고 탄성을 주는 나일론의 조합으로 구김이 잘 가지 않아 고급스러운 연출이 가능합니다. 
놀라운 탄성과 복원력을 자랑하여 오래도록 착용이 가능하며 불편함이 적고 편안한 소재입니다.

색상: 블랙, 모카브라운, 로즈브릭, 베이지

- 안정감 있는 카라 디자인
- 상의는 골드라인의 제원단 컬러로 맞춘 에폭시 더블버튼 포인트로 세련된 느낌을 더함
- 실 사용 가능한 아웃포켓
- 스커트는 금속성 섬유로 이루어진 스트라이프 무늬로 포인트
- 정사이즈로 편안하게 착용 가능하며 자켓 기장은 50cm로 하여 다리를 길어 보이게 하는 연출

SIZE 단위(070)
00 55 66 77 88
밑단둘레 90/168 | 95/173 | 100/178 | 105/183
종장 (옆목점) 50/110 | 50/116 | 52/118 | 52/118

상품정보
상품명: 루시앙 FW 니트자켓 콤비원피스
구성: 원피스 1종
색상: 블랙, 모카브라운, 로즈브릭, 베이지
사이즈: 55/66/77/88
원단1: 레이온 52%, 폴리에스터 30%, 나일론 18%
원단2: 레이온 52%, 폴리에스터 30%, 나일론 17%, 금속성 섬유 1%
제조/수입/판매원: 준네오스퀘어
제조국: 중국
제조년월: 2021년 9월
세탁방법: 드라이클리닝

1. 이 제품은 반드시 단독으로 드라이클리닝하십시오. 다른 방법으로 세탁하면 변형 및 불량이 발생할 수 있습니다.
2. 표백성 세제의 사용을 삼가해 주십시오.
3. 장기간 보관 시 햇빛이나 형광등 아래에 장시간 노출되면 자외선의 영향으로 부분 탈색이 될 수 있으므로 주의해 주십시오.
4. 직사광선에 직접 건조시킬 경우 모양의 변형이나 변색이 올 수 있으므로 피해 주시기 바랍니다.
5. 소재 특성상 마찰에 의해 보풀이 발생할 수 있으며 이염의 우려가 있으니 밝은 색상의 경우 주의하세요.

배송 안내
택배사: 대한통운 (1588-1255)
상품 주문 시 영업일 기준(주말 제외) 익일 출고 진행되며, 배송은 택배사 사정에 따라 2~3일 지연될 수 있습니다.
출고 당일 취소 및 변경은 불가하며, 주문 당일 취소/변경을 원하실 경우 주문 취소 후 재결제 바랍니다.
출고지가 같은 상품들만 묶음 배송이 가능하며 ("
[비니브] 바나나 스트링팬츠 2종,18372554.jpg,https://www.w-shopping.co.kr/display/goods/18372554,"[비니브] 바나나 스트링팬츠 2종  
VINNIV F/W 시즌 신상품  

하이웨스트 일자핏 트레이닝 팬츠입니다.  
편안하면서도 탄탄한 소재감으로 와이존 부각 없이 편안하게 입으실 수 있습니다.  
너무 얇지 않은 두께감으로 비침 걱정 없는 데일리템으로 추천드립니다.  
- VINNIV's choice  

사이즈 정보  
사이즈     1.320)      28  
L(55~66)   100         102  
XL(77)     101         106  
2XL(88)    102         110  
- 사이즈는 측정 방법에 따라 1~3cm 오차가 있을 수 있습니다.  
- 제품 색상은 사용자의 모니터 해상도에 따라 실제 색상과 다소 차이가 있을 수 있습니다.  
- 제품컷의 색상이 실제 제품 색상과 가장 비슷합니다.  

착용 정보  
착용감        슬림핏  
두께감       적당함  
무게감       가벼움  

상세정보  
소재: 폴리에스터 100%  
세탁방법: 찬물 손세탁  
색상: 그레이 + 브라운  
제조사: 자제제작  
제조일자: 2024-08  
원산지: 대한민국  

FABRIC INFO  
폴리에스터 100%  
하이웨스트 일자핏 트레이닝 팬츠입니다.  
편안하면서도 탄탄한 소재감으로 와이존 부각 없이 편안하게 입으실 수 있습니다.  
너무 얇지 않은 두께감으로 비침 걱정 없는 데일리템으로 추천드립니다.  
- VINNIV's choice"
[에콕스] 24SS 크림 데님팬츠 3종 여성,16880242.jpg,https://www.w-shopping.co.kr/display/goods/16880242,"[에콕스] 24SS 크림 데님팬츠 3종 여성

고객들에게 쾌적한 생활과 아름다움을 동시에 선사하기 위해 ECOLOGY+RELAXS 테마로 한 친환경 소재를 사용하며, 매일 생활 속에서 불편함이 없도록 기능적인 AS를 고려한 4방향 신축성 원단을 사용합니다. 상상 이상의 편안한 착용감으로 의류를 통한 감동 전달이 ECOXO의 최대 목적입니다.

OSA 여성 24 봄 데님 3종 세트
- 라이트 인디고
- 인디고
- 네이비

크레모아(Cremore) DENIM 4WAY:
- '크레모아 데님 4WAY'는 OSA 브랜드에서 자체적으로 생성한 마케팅 용어입니다.
- 일반 데님과 다르게 세미 니트 조직 공법으로 섬유 간격을 와플처럼 여백을 만들어 메콕스만의 편안함과 부드러움을 완성한 원단입니다.
- 24년 봄 시즌을 위해 EPIO® 제작된 원단으로 가벼우면서 신축성이 뛰어납니다.
- 9/5 시즌에 착용하기 좋은 두께감입니다.
- 텐션이 좋고 탄력성이 좋아 모양이 잘 유지됩니다.
- 자외선 차단 가공으로 자외선으로부터 피부를 보호합니다.
- 기본 일자 핏으로 캐주얼, 세미 정장 팬츠로도 코디 가능한 디자인입니다.

부분을 체인 스티치 방식으로 신축성을 극대화한 디자인이며, 와펜 부착으로 고급스러운 이미지를 연출합니다. 안정감 있는 밑위 길이와 신축성으로 착용감이 우수하고 앉아 있을 때도 들뜨지 않습니다.

S/S 시즌에 어울리는 컬러감의 버튼과 리벳을 사용하여 한층 더 고급스러움을 강조했습니다. 브러쉬를 가미한 워싱으로 자연스러운 느낌을 강조하였고, 포켓에 지그재그 자수로 포인트를 주어 힙업 효과를 주며 스타일리시한 디자인을 완성했습니다.

*주의*: 데님 염색 특성상 미세한 이염이 발생할 수 있습니다. 밝은 계열 제품과 함께 사용하실 때 주의 부탁드립니다. 세탁 시에는 뒤집어서 잔물로 단독 세탁 부탁드립니다.

사이즈 사양
- 사이즈: 26, 27, 28, 29, 30, 31, 33
- 허리 둘레: 66, 68.5, 71, 73.5, 76, 78.5, 83
- 힙 둘레: 86, 88.5, 91, 93.5, 96, 98.5, 103.5
- 밑단 단면: 17, 17.5, 18, 18.5, 19, 19.5, 20.5
- 인심: 68, 69, 70, 70, 70, 70, 70

사이즈는 재는 방법에 따라서 2~3cm 오차가 있을 수 있습니다.

모델명: OSA 여성 24 봄 데님 3종 세트
구성: WAGE
색상: 라이트 인디고 / 인디고 / 네이비
혼용율: 면 67%, 폴리에스터 24%, 레이온 7%, 폴리우레탄 2%
제조년월"
[비니브] 큐티 베어 상하세트 1+1,18039733.jpg,https://www.w-shopping.co.kr/display/goods/18039733,"[비니브] 큐티 베어 상하세트 1+1  
VINNIV S/S 시즌 신상품  
FABRIC INFO  
폴리에스터 100%  
유니버시티 티셔츠는 유행을 타지 않는 디자인입니다. 팔뚝을 감싸주는 헤드 홀 A/S 농구공 일러스트로 시원한 여름을 준비하세요.  
*상하세트로 구성된 상품입니다.  
#유니버시티티셔츠 #루즈핏  

사이즈 정보  
사이즈         1. 종길이         2. 어깨          3. 가슴         4. 밑단         5. 도총배        6. 바지길이        7. 허리         8. 엉덩이  
LG (5~66)   69    5    55    23    37    30    50  
XL (7~83)   75    50    57    24    39    33    53  

- 위의 실측 사이즈는 단면의 길이입니다. 참고해 주세요.  
- 사이즈는 측정 방법에 따라 1~3cm 정도 오차가 있을 수 있습니다.  
- 사용자의 모니터 해상도에 따라 실제 색상과 다소 차이가 있을 수 있습니다.  
- 제품컷의 색상이 실제 제품 색상과 가장 비슷합니다.  

착용 정보  
계절          여름            겨울  
착용감       슬림핏           보통  
신축성       좋음            약간  
두께감       보통            두꺼움  
무게감       가벼움         보통  

상세정보  
소재: 폴리에스터 100%  
세탁방법: 손세탁 권장  
제조일자: 2024년 07월  
원산지: 대한민국"
[유아굿] 플라워 플리츠 팬츠 5종 여성 [FREE],17826266.jpg,https://www.w-shopping.co.kr/display/goods/17826266,"24SUMMER  
""당신은 좋은 사람입니다""는 단순한 패션을 넘어, 모든 이들에게 긍정적인 메시지를 전하는 ASS Sle 브랜드입니다:  
You are precious  
우리는 사람들 각각이 가진 고유한 가치를 존중하고, 그들이 스스로를 긍정적으로 바라볼 수 있도록 합니다.  
You are good  

24SUMMER  
플리츠 팬츠 5종  
배디 자고 소프  
잔꽃 플리츠 5종 팬츠  
5가지 타입의 와이드한 9부 플리츠 팬츠로 무더운 여름 일상복 및 여행룩으로 손색없는 팬츠입니다.  

COMPOSITION 5TYPE  
FABRIC: POLYESTER 95% + POLYURETHANE 5%  
SIZE: FREE (44~88)  
COLOR: NAVY, BLUE, BLACK, GREEN, PINK  

SUMMER  
STRETCH LIGHT BANDING  
입은 듯 안 입은 듯한 탄탄한 허리 밴딩으로 높은 활동성과 가벼움, 편안한 착용감을 제공합니다.  
01 찰랑거리는 소재로 몸에 달라붙지 않아 시원하고 쾌적한 착용감  
02 폴리에스터 + 폴리우레탄 혼합 소재로 뛰어난 스판감  
03 잔꽃 프린트에 플리츠 처리하여 비침 걱정이 없고 가벼움  
04 밑위 길이와 전체 허리 밴딩으로 다양한 사이즈 커버 가능  

COOL AND COMFORTABLE DAILY PANTS  
시원하고 편안한 데일리 팬츠입니다.  
와이드한 핏감으로 체형 커버는 물론, 무더운 여름철 시원하고 편안하게 착용할 수 있는 팬츠입니다.  

STRETCH MATERIAL  
늘어나는 스트레치 소재로 제작되어 뛰어난 스판감을 느낄 수 있습니다.  
편안한 착용감을 자랑합니다.  

A SOLID HEM OVERLOCK  
오버로크 처리로 마무리되어 내구성이 뛰어납니다.  

LOW WRINKLE AND CONVENIENT PORTABILITY  
구김이 적고 편리한 휴대성이 특징입니다.  
손보는 적은 소량으로 제작하였으며, 구김이 적은 소재로 여행이나 나들이에 적합합니다.  

A COMFORTABLE WAIST BANDING  
여유 있는 밑위 길이와 전체 허리 밴딩으로 다양한 사이즈를 커버할 수 있으며, 편안한 착용이 가능합니다.  

소프트 터치 스트레치  
차단 기계 세탁 가능  

사이즈는 측정 방법에 따라 1~3CM 오차가 있을 수 있습니다.  
제품 색상은 사용자의 모니터 해상도에 따라 실제 색상과 다소 차이가 있을 수 있습니다.  
디테일의 색상이 실제 제품 색상과 가장 비슷합니다."
[도티] 썸머 찰랑 5부팬츠 3종 여성,17612934.jpg,https://www.w-shopping.co.kr/display/goods/17612934,"상품명: [도티] 썸머 찰랑 5부 팬츠 3종 여성

INFORMATION:
구성: HAZE
색상: 블랙, 브라운, 베이지
사이즈: 55/66/77/88/99
소재: 폴리에스터 95%, 폴리우레탄 5%

POINT:
1. 체형에 구애받지 않는 여유 있는 핏 & 허벅지를 덮는 적당한 5부 기장감
2. 허리 안쪽 높이의 시크릿 밴딩으로 허리가 뜨는 현상을 최소화
3. 다리는 길어 보이게, 하체는 슬림해 보이는 탄탄한 핏

DESIGN POINT:
- 썸머 찰랑 5부 팬츠는 체형에 구애받지 않는 여유 있는 핏으로 허벅지를 적당히 커버하여 활동이 부담 없습니다.
- 여름 내내 돌려 입는 필수 아이템입니다.

FABRIC POINT:
- 폴리에스터 95%로 구김이 잘 가지 않으며 깔끔한 외관을 유지합니다.
- 내구성이 좋은 소재로 세탁 시 변형이 거의 없고 건조가 빠릅니다.
- 우수한 신축성 및 복원력으로 자유로운 활동성과 편안한 착장감을 선사합니다.

DETAIL VIEW:
1. 무릎 위까지 오는 미디 길이감으로 무릎 위 부분을 커버합니다.
2. 라인 패턴으로 벨런스 좋은 바디 균형 룩과 적당한 넓이로 편리한 디자인입니다.
3. 복부를 편안하게 감싸주는 약 360° 히든 밴딩 디자인입니다.
4. 벨트 고리가 있어 상의를 넣어 입어도 고급스럽게 착용 가능합니다. 복부를 커버해주는 디자인입니다.
5. 사용 가능한 사선 주머니로 두 손도 자유롭게 사용할 수 있습니다.
6. 구김이 잘 가지 않는 링클프리 원단으로 기계 세탁 시 세탁망 사용을 권장합니다.

OUTFIT VIEW:
색상: 블랙, 브라운, 베이지

SIZE SPEC:
부: 55, 66, 77, 88, 99
허리: 66, 70, 74, 78, 82
엉덩이 아래: 96, 100, 104, 108, 112
앞 밑위: 31, 32, 33, 34, 35
뒤 밑위: 41, 42, 43, 44, 45
허벅지: 68, 70, 72, 74, 76
밑단: 68, 70, 72, 74, 76
총장: 50, 51, 52, 52, 52

상품정보:
제조원/수입원: 주플러스에프엔씨
세탁 방법 및 취급 시 주의사항: 세탁기 사용 가능 (중성 세제 사용)
제조연월: 2023년 6월 이후
품질 보증 기준: 관련 법 및 소비자 분쟁 해결 기준을 따릅니다."
펠틱스 여성 나일론 조거팬츠 3종 택1,16211726.jpg,https://www.w-shopping.co.kr/display/goods/16211726,"펠틱스  
AUTHENTIC SINCE 2008  

SPRING - SUMMER  
펠틱스 조거팬츠  
세련된 핏, 그리고 편안한 착용감  
베이직한 조거팬츠에 스니커즈, 앵클부츠, 힐 등을 매칭하여 다양한 스타일을 연출할 수 있습니다. 스트릿 무드의 이지웨어룩을 완성시켜줄 완벽한 아이템입니다.  
어디에나 어울리는 베이직한 컬러 구성으로 부담 없이 착용 가능한 데일리 팬츠입니다.  

펠틱스 여성 나일론 카고 조거팬츠  
여성용 조거 MA QS 택 1  

**COLOR**  
- 블랙  
- 라이트 카키  
- 핑크  

**FABRIC**  
- 워셔블: 집에서 기계 세탁으로 간편하게!  
- 늘어짐과 형태 변형 최소화!  
- 다양한 기능성을 겸비한 조거팬츠  

DETAIL VIEW  
블랙, 라이트 카키(공통)  
허리에 스트링을 360도로 넣어 주어 허리 사이즈 조절이 가능하며, 이중 사이즈 조절이 가능합니다.  
양쪽 사이드와 뒷 포켓이 있어 수납에 용이합니다.  
카고 주머니가 있어 포인트가 되어주며 수납력을 높여줍니다.  
바지 밑단에 밴드를 넣어 주어 트렌디한 조거핏을 연출합니다.  

**사이즈**  
- S(26), M(28), L(30), XL(32)  

**상품명**  
펠틱스 여성 나일론 조거팬츠 3종 택 1  

**구성**  
여성용 조거팬츠 1종  

**컬러**  
블랙, 라이트 카키, 핑크  

**소재**  
겉감: 나일론 87%, 폴리우레탄 13% (심지, 상표, 보감재, 자수, 장식 제외)  

**제조자/수입원**  
(주)토마스힐064 / (주)토마스힐  
**제조국**  
베트남  

**세탁방법**  
기계 세탁  

**제조년월**  
2023년 02월  

**품질 보증 기준**  
관련 법 및 소비자 분쟁 해결 기준을 따릅니다.  

**배송 안내**  
택배사: 대한통운 (1588-1255)  
상품 주문 시 영업일 기준(주말 제외) 익일 출고 진행되며, 배송은 택배사 사정에 따라 2~3일 지연될 수 있습니다.  
출고 당일 취소 및 변경은 불가하며, 주문 당일 취소/변경을 원하실 경우 주문 취소 후 재결제 바랍니다.  
출고지가 같은 상품들만 묶음 배송이 가능하며(일부 상품 제외), 주문 증가로 인해 품절 및 배송 지연이 발생할 수 있는 점 양해 부탁드립니다.  

**추가 배송비 안내**  
- 도서 산간 및 제주도 추가 배송비: 3,000원  
- 타 도서 산간 추가 배송비: 5,000원  
- 추가 운임 발생 지역은 추가 결제를 안내드릴 수 있습니다.  
- 무료 배송일 경우에도 추가 배송비는 고객님 부담입니다.  
- 교환/반품의 경우에도 추가 비용이 별도로 결제가 필요합니다.  

**입금계좌**  
농협 355-0071-"
일회용 방수 팬츠 비닐 커버 우비 바지,18200589.jpg,https://www.w-shopping.co.kr/display/goods/18200589,"ㅡ 오염 물질로부터 신발과 바지를 보호하세요! —  
일회용 방수 팬츠 비닐 커버 우비 바지  

허리까지 오는 긴 기장으로 날씨나 폭우에도 완벽하게 신발과 바지를 모두 보호할 수 있어요.  
Bust 사이즈로 남녀 모두 공용으로 사용 가능하며, 언제 어디서든 간편하게 착용할 수 있어요.  

디테일컷1  
바닥까지 덮인 레깅스 구조로 오염물질로부터 보호해 줘요.  

디테일컷2  
질긴 소재로 제작되어 있습니다.  

디테일컷3  
신축성 있는 허리 고정 고무밴드가 있어요.  
활동하는 데 불편하지 않아요.  

장마철에 포함한 하제를 보호하기 위해 위생적으로 청결이 필요할 때 일회용으로 사용하기 좋아요.  

포장  
1개당 개별 비닐 포장 되어 있어 휴대하기 좋아요.  

클리어 블루  
모니터 해상도에 따라 실제 상품과 색상 차이가 있을 수 있으며, 입고되는 시기에 따라 다소 컬러 차이가 생길 수 있습니다. 이는 반품의 사유가 되지 않습니다.  

사이즈 정보  
고무줄을 최대로 늘였을 때 측정 위치에 따라 1~2cm 정도 오차가 있을 수 있습니다.  

상품 정보 제공 고시  
상품 구분: 일회용 비닐 바지 레깅스 커버  
크기: 상세페이지 참조  
소재/재질: PE  
색상: 상세페이지 참조  
제조국: 중국  
수입처: 쌀리문방구  
구성: 1개 (개별 포장)  
A/S 책임자와 전화번호: 판매자 연락처 참고  
인증, 허가 사항: 해당 사항 없음  
유통기한: 해당 사항 없음  
사용연령: 14세 이상입니다.  

배송 지역: 전국 대부분 배송 가능합니다. (군부대 일부 지역 제외)  
배송 기간: 출고일로부터 1~3일 가량 소요되며, 변수가 없으면 보통 출고일 다음날 수령 가능합니다.  

01 제품의 파손 또는 불량의 경우 사진을 촬영하여 첨부해 주세요.  
02 7일 이내에 신청한 경우에만 교환 및 반품이 가능합니다.  
03 받으신 패키지와 택배 박스에 그대로 넣어 포장해주세요. 패키지 및 사은품 누락 시 교환, 반품이 어려울 수 있습니다.  
04 부주의로 발생된 파손 및 사용 제품은 교환 및 환불이 불가합니다.  
05 단순 변심으로 인한 취소 시 왕복 배송비가 부과됩니다.  
06 출고 중 취소 요청 시 왕복 배송비가 발생됩니다.  

주문한 상품에 따라 제조 및 유통사, 다양한 공급업체들로부터 택배가 배송될 수 있습니다.  
배송 목적으로만 개인정보(이름, 전화번호, 주소, 구매 제품 등)를 제공하게 되며, 상품을 주문할 경우 배송과 관련한 개인정보 제공에 동의한 것으로 간주합니다."
[비니브] 퍼퓰러 포켓 스커트 세트 1+1,18576907.jpg,https://www.w-shopping.co.kr/display/goods/18576907,"=  
[비니브] 퍼플러 포켓 스커트 세트 1+1  

데일리로 편안한 후드 맨투맨 스커트 세트입니다. 딱 떨어지는 기장감의 후드와 라인 롱스커트로 캐주얼하지만 여성스러운 아이템입니다. 상의, 하의 각각 따로 매치하여 입으셔도 좋습니다.  

- VINNIV's choice  

사이즈 정보  
착용 정보  
상세정보  

FABRIC INFO  
폴리에스터 100%  

데일리로 편안한 후드 맨투맨 스커트 세트입니다. 딱 떨어지는 기장감의 후드와 라인 롱스커트로 캐주얼하지만 여성스러운 아이템입니다. 상의, 하의 각각 따로 매치하여 입으셔도 좋습니다.  
- VINNIV's choice"
[쉐바] 레이샤인견원피스2종,17423818.jpg,https://www.w-shopping.co.kr/display/goods/17423818,"[쉐바] 레이샤인견원피스 2종  
ASHION STYLE  
트렌디한 스타일로 타일링 하세요.  
CHECK POINT  
YOUNG 분이기 라인의 라인 원피스  

DETAIL VIEW  
실제 색상과 가장 가까운 색상입니다.  
화면에 따라 색상의 차이가 다르게 보일 수 있습니다.  

PRODUCT INFO  
사이즈 정보  
사이즈      어깨     가슴     밑단     총길이  
550         28      50      90      93  
660         30      52      92      94  
770         32      54      94      95  
880         34      56      96      96  

- 위의 실측 사이즈는 단면의 길이입니다. 참고해 주세요.  
- 사이즈는 측정 방법에 따라 1~3cm 정도 오차가 있을 수 있습니다.  
- 사용자의 모니터 해상도에 따라 실제 색상과 다소 차이가 있을 수 있습니다.  
- 제품컷의 색상이 실제 제품 색상과 가장 비슷합니다.  

착용 정보  
계절: 봄/가을/여름/겨울  
착용감: 슬림핏  
신축성: 없음/약간 있음/좋음  
무게감: 가벼움/보통/무거움  
안감: 없음/부분안감/전체안감  
비침: 없음/조금 비침/비침  
촉감: 부드러움/보통/까슬함  

상세정보  
구성: 원피스 2종  
색상: 블루 + 레드  
사이즈: 550, 660, 770, 880  
소재: 레이온 60% + 면 40%  
세탁방법: 손세탁  

제조사: Set MELA  
제조일자: 2024-05-21  
원산지: CHINA OEM  
정보 및 담당자: 한국어 쇼핑몰 고객센터 / 031-775-9620"
여성 오버핏 조끼 망사 박시 니트 베스트 vs-05,16704657.jpg,https://www.w-shopping.co.kr/display/goods/16704657,"여성 오버핏 조끼 망사 박시 니트 베스트 vs-05

4가지 색상 조끼
44부터 66까지 입으세요.
S I Z E
FREE : 총장 65 / 어깨 37 / 가슴 53
소재 : 폴리에스터 100%
손세탁 권장
상세 이미지로 사이즈와 소재감을 확인해주세요.

D E L I V E R
프리티글라라의 배송은 2-5일 정도 소요됩니다.

C A U T I O N
- 구매자의 단순 변심에 의한 반품/교환 요청은 상품 수령일로부터 7일 이내에 반품/교환 표시를 한 주문에 대해서만 가능합니다.
- 표시/광고와 상이하거나 상품 하자 사유의 반품/교환 요청은 상품 수령일로부터 3개월 이내에 의사를 표시해야 합니다.

상품/배송/교환 문의: 02-756-1907

제주도 지역의 배송비는 3,000원이며, 제주도 외 도서산간 지역일 경우 배송비 5,000원이 추가로 발생합니다.

셀러허브는 직접 판매하는 판매자가 아닌 중개 판매자로서, 실제 판매자가 상품의 배송을 진행합니다. 본 상품 구매 시, 제3자의 배송 관련 개인정보 제공 및 활용에 동의한 것으로 간주되며, 실제 판매자 정보는 상세페이지 내에서 확인 가능합니다."
[스튜디오케이] 썸머 텐션업 인견팬츠 4종 여성,16652558.jpg,https://www.w-shopping.co.kr/display/goods/16652558,"**THE STUDIO K**  
테크놀로지 × 디자인  
디자이너 홍혜진만의 Azo 공식  
그녀가 열어갈 새로운 시대  
NEW ERA OF STUDIO K  

**THE STUDIO K**(스튜디오 케이)는 테크놀로지와 디자인의 조화를 추구하는 모던한 감성의 브랜드입니다. 역사와 문화, 과학을 오리지널리티를 기반으로 최신의 트렌드를 위트 있는 컨셉으로 풀어내며 독자적인 정체성을 이어가고 있습니다.  
2009년 F/W부터 2023년까지 14년 연속 서울 패션위크에 참가하였습니다.

**상품명**: [스튜디오케이] 썸머 텐션업 인견팬츠 4종 여성  
**제품 설명**:  
4종 각각 다른 디자인으로 다양한 스타일의 데일리로 봄, 여름 시원하게 활용하기 좋은 팬츠입니다. 몸에 들러붙지 않고 부드러운 터치감으로 무더운 날씨에도 쾌적하며 허리에 E-BAND로 편안하게 착용할 수 있습니다.

**COLOR VIEW**  
- GREEN  
- GREY  
- BLUE  
- BLACK  

**구성**: 팬츠 4종  
**SIZE**: 55, 66, 77, 88, 99  
**FABRIC**: 레이온 76%, 나일론 20%, 폴리우레탄 4%  

**TREND REPORT**  

**OUTFIT VIEW**  
SUMMER TENSION UP PANTS 4065 - BLACK  
SUMMER TENSION UP PANTS 4065 - GREEN  
SUMMER TENSION UP PANTS 4065 - BLUE  
SUMMER TENSION UP PANTS 4065 - GREY  

**특징**:  
- 내구성이 좋으며 신축성과 복원력이 우수합니다.  
- 레이온 함유로 자연스럽고 은은한 윤기가 흐르며 부드럽고 시원한 터치감이 특징입니다.  
- 시즌에 적합한 시원하고 가벼운 레이온 혼합 소재로 무더운 날씨에도 쾌적하게 착용 가능합니다.  
- 폴리우레탄이 함유된 원단으로 신축성과 복원력이 좋아 자유로운 활동성과 편안한 착장감을 제공합니다.  
- UV 차단 기능이 있어 시원하면서도 햇빛에 의해 발생될 수 있는 피부 자극을 줄여주는 소재입니다.  
- 기능성으로 빠르게 흡수하며 속건 기능으로 빠르게 건조되어 무더운 날씨에도 끈적임 없이 쾌적하게 착용 가능합니다.  
- 기계 세탁이 가능한 이지케어로 경제적인 소재입니다.  

여유 있는 핏으로 하체 군살을 커버해 주며 부담스럽지 않게 착용할 수 있습니다. 4종 모두 각기 다른 컬러와 디테일을 적용하여 다양한 스타일로 데일리하게 연출 가능합니다.

**E-BAND**  
허리 부분 E-BAND 착용 시 꼬이지 않도록 스티치를 두 줄씩 덧박아 주어 더욱 편안한 착용감과 관리에 용이합니다.  

**디자인 포인트**:  
- 블랙: 밑단 사이드 트임 포인트, 앞판 양옆 주머니 사선 커팅으로 유니크한 디테일 제공, 밑단 사이드에 트임으로 편안한 착용감과 내구성을 더함.  
- 그린: 금속 장식 포인트, 앞판에 큰 아웃포켓 디테일로 캐주얼함과"
[쉐바] 린드레이스니트2종,16574759.jpg,https://www.w-shopping.co.kr/display/goods/16574759,"DETAIL VIEW  
디테일 이미지가 실제 제품 색상과 가장 흡사합니다.  
색상은 모니터에 따라 차이가 있을 수 있습니다.  
AUTUMN STYLE  
스타일링 하세요.  
My Favorite Collection  

CHECK POINT  
소매 시스루 타입 / 넥라인, 소매, 암홀 라인에 레이스 트리밍 후 골드 버튼 장식 포인트 / 짜임 니트로 고급스러움  

Fashion is part of the daily air and it changes all the time,  
with all the events.  
You can see and feel everything in clothes.  

PRODUCT INFO  
사이즈 정보  
사이즈: FREE  
1. 가슴: 77cm  
2. 소매: 46cm  
3. 밑단: 30cm  
4. 총길이: 57cm  
- 위의 실측 사이즈는 '단면의 길이'입니다. 참고해 주세요.  
- 사이즈는 측정 방법에 따라 ±1~3cm 정도 오차가 있을 수 있습니다.  
- 제품 색상은 사용자의 모니터 해상도에 따라 실제 색상과 다소 차이가 있을 수 있습니다.  
- 제품컷의 색상이 실제 제품 색상과 가장 비슷합니다.  

착용 정보  
계절: 여름, 겨울  
착용감: 슬림핏, 루즈핏  
신축성: 없음, 좋음  
두께감: 얇음, 두툼  
무게감: 가벼움, 적당함  
안감: 없음, 부분 안감, 전체 안감  
비침: 없음, 약간 비침, 비침  
촉감: 부드러움  

상세정보  
구성: 2종  
색상: 민트 + 블랙  
사이즈: 085577  
소재: 몸판 - 폴리에스터 100%  
세탁방법: 손세탁  
원산지: 중국  

정보 및 담당자: 한국어 쇼핑몰 고객센터 / 031-775-9620"
